In 219 List,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,HCAHPS Measure ID,HCAHPS Question,HCAHPS Answer Description,Patient Survey Star Rating,Patient Survey Star Rating Footnote,HCAHPS Answer Percent,HCAHPS Answer Percent Footnote,HCAHPS Linear Mean Value,Number of Completed Surveys,Number of Completed Surveys Footnote,Survey Response Rate Percent,Survey Response Rate Percent Footnote,Start Date,End Date
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_DOCTOR_LISTEN_A_P,"Patients who reported that their doctors ""Always"" listened carefully to them","Doctors ""always"" listened carefully",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_DOCTOR_EXPLAIN_A_P,"Patients who reported that their doctors ""Always"" explained things in a way they could understand","Doctors ""always"" explained things so they could understand",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,Not Available,5,Not Applicable,,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_CALL_BUTTON_A_P,"Patients who reported that they ""Always"" received help after using the call button as soon as they wanted","Patients ""always"" received call button help as soon as they wanted",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_BATH_HELP_A_P,"Patients who reported that they ""Always"" received bathroom help as soon as they wanted","Patients ""always"" received bathroom help as soon as they wanted",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,Not Available,5,Not Applicable,,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_MED_FOR_A_P,"Patients who reported that when receiving new medication the staff ""Always"" communicated what the medication was for","Staff ""always"" explained new medications",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_SIDE_EFFECTS_A_P,"Patients who reported that when receiving new medication the staff ""Always"" discussed possible side effects","Staff ""always"" explained possible side effects",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,Not Available,5,Not Applicable,,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_DISCH_HELP_Y_P,"Patients who reported that YES, they did discuss whether they would need help after discharge","Yes, staff ""did"" give patients information about help after discharge",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_SYMPTOMS_Y_P,"Patients who reported that YES, they did receive written information about possible symptoms to look out for after discharge","Yes, staff ""did"" give patients information about possible symptoms",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_COMP_7_A,"Patients who ""Agree"" they understood their care when they left the hospital","Patients who ""Agree"" they understood their care when they left the hospital",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,Not Available,5,Not Applicable,,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_CT_PREFER_A,"Patients who ""Agree"" that the staff took my preferences into account when determining my health care needs","Patients who ""Agree"" that staff took their preferences into account",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_CT_UNDER_A,"Patients who ""Agree"" that they understood their responsiblities in managing their health","Patients who ""Agree"" they understood their responsiblities when they left the hospital",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_CT_MED_A,"Patients who ""Agree"" that they understood the purposes of their medications when leaving the hospital","Patients who ""Agree"" they understood their medications when they left the hospital",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,Not Available,5,Not Applicable,,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,Not Available,5,Not Applicable,,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,Not Available,5,Not Applicable,,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",Not Applicable,,Not Available,5,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,Not Available,5,Not Applicable,,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES,331323,WYOMING COUNTY,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,H_STAR_RATING,Summary star rating,Summary star rating,Not Available,5,Not Applicable,,Not Applicable,Not Available,5,Not Available,5,01/01/2024,12/31/2024
YES (NOT IN NATIONAL DATA),,A.O. Fox Memorial Hospital - Tri-Town Campus,43 Pearl Street West,Sidney,NY,,,(607) 561-2021,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Adirondack Medical Center-Lake Placid Site,203 Old Military Road,Lake Placid,NY,,,(518) 523-3311,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Calvary Hospital,150 55th Street,Brooklyn,NY,,,n/a,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Calvary Hospital Inc,1740-70 Eastchester Road,Bronx,NY,,,(718) 518-2244,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Children's Pavilion Upstate Medical University,655 Madison Street,Syracuse,NY,,,(315) 464-9681,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,David H. Koch Center For Cancer Care,530 East 74th Street,New York,NY,,,n/a,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Ellis Hospital - Bellevue Woman's Care Center Division,2210 Troy Road,Niskayuna,NY,,,(518) 346-9400,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Henry J. Carter Specialty Hospital,1752 Park Avenue,New York,NY,,,(212) 318-8000,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,John R. Oishei Children's Hospital,818 Ellicott Street,Buffalo,NY,,,(716) 878-7000,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Kingsbrook Jewish Medical Village,585 Schenectady Avenue,Brooklyn,NY,,,(718) 604-5000,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Lakeview Center for Mental Health and Wellness,29 East Cayuga Street,Oswego,NY,,,(315) 349-5526,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,"Lockport Memorial Hospital, a Campus of Mount St Mary's",6001 Shimer Drive,Lockport,NY,,,n/a,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Long Island Jewish Forest Hills,102-01 66th Road,Forest Hills,NY,,,(516) 562-4060,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Long Island Jewish Valley Stream,900 Franklin Avenue,Valley Stream,NY,,,(516) 256-6000,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Mercy Hospital - Mercy Hospital Orchard Park Division,3669 Southwestern Blvd,Orchard Park,NY,,,(716) 662-0500,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Millard Fillmore Suburban Hospital,1540 Maple Road,Amherst,NY,,,(716) 568-3600,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Mount Sinai Hospital - Mount Sinai Hospital of Queens,25-10 30th Avenue,Long Island City,NY,,,(718) 932-1000,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,NYU Langone Hospital-Brooklyn,150 55th Street,Brooklyn,NY,,,(718) 630-7300,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,NYU Langone Hospital-Long Island,259 First Street,Mineola,NY,,,(516) 663-0333,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,New York-Presbyterian Westchester,55 Palmer Avenue,Bronxville,NY,,,(914) 787-1000,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,New York-Presbyterian Westchester Behavioral Health Center,21 Bloomingdale Road,White Plains,NY,,,(914) 682-9100,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,North Central Bronx Hospital,3424 Kossuth Avenue & 210th Street,Bronx,NY,,,(718) 519-3500,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Northwell Greenwich Village Hospital,30 Seventh Avenue,New York,NY,,,(516) 465-8018,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,RUMC-Bayley Seton,75 Vanderbilt Avenue,Staten Island,NY,,,(718) 390-6000,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Rockefeller University Hospital,1230 York Avenue,New York,NY,,,(212) 327-7511,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Roswell Park Cancer Institute,Elm and Carlton Streets,Buffalo,NY,,,(716) 845-2300,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,SJRH - Dobbs Ferry Pavillion,128 Ashford Avenue,Dobbs Ferry,NY,,,(914) 693-0700,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,SJRH - Park Care Pavilion,Two Park Avenue,Yonkers,NY,,,(914) 964-7300,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Sisters of Charity Hospital - St. Joseph Campus,2605 Harlem Road,Cheektowaga,NY,,,(716) 891-2400,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,South Nassau Communities Hospital Off-Campus Emergency Department,325 East Bay Drive,Long Beach,NY,,,(516) 870-1010,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,St. Joseph's Hospital,555 St. Joseph's Boulevard,Elmira,NY,,,(607) 733-6541,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,St. Joseph's MC-St. Vincent's Westchester Division,275 North Street,Harrison,NY,,,(914) 925-5300,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,St. Peter's Addiction Recovery Center,3 Mercycare Lane,Guilderland,NY,,,(518) 452-6701,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,St. Peter's Hospital - SPARC,1300 Massachusetts Avenue,Troy,NY,,,(518) 268-5941,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Stony Brook Eastern Long Island Hospital,201 Manor Place,Greenport,NY,,,(631) 477-1000,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Stony Brook Southampton Hospital,240 Meeting House Lane,Southampton,NY,,,(631) 726-8200,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Syosset Hospital,221 Jericho Turnpike,Syosset,NY,,,(516) 496-6400,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,The University of Vermont Health Network - Elizabethtown Community Hospital Moses Ludington,"101 Adirondack Drive, Suite 1",Ticonderoga,NY,,,(518) 585-2831,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,URMC Strong West,156 West Avenue,Brockport,NY,,,(585) 785-1000,,,,,,,,,,,,,,
YES (NOT IN NATIONAL DATA),,Winifred Masterson Burke Rehabilitation Hospital,785 Mamaroneck Avenue,White Plains,NY,,,(914) 948-0050,,,,,,,,,,,,,,
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",Not Applicable,,80,,Not Applicable,428,,31,,01/01/2024,12/31/2024
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,4,,Not Applicable,,Not Applicable,428,,31,,01/01/2024,12/31/2024
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_NURSE_RESPECT_A_P,"Patients who reported that their nurses ""Always"" treated them with courtesy and respect","Nurses ""always"" treated them with courtesy and  respect",Not Applicable,,87,,Not Applicable,428,,31,,01/01/2024,12/31/2024
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_NURSE_LISTEN_A_P,"Patients who reported that their nurses ""Always"" listened carefully to them","Nurses ""always"" listened carefully",Not Applicable,,77,,Not Applicable,428,,31,,01/01/2024,12/31/2024
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_NURSE_EXPLAIN_A_P,"Patients who reported that their nurses ""Always"" explained things in a way they could understand","Nurses ""always"" explained things so they could understand",Not Applicable,,76,,Not Applicable,428,,31,,01/01/2024,12/31/2024
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",Not Applicable,,78,,Not Applicable,428,,31,,01/01/2024,12/31/2024
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3,,Not Applicable,,Not Applicable,428,,31,,01/01/2024,12/31/2024
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_DOCTOR_RESPECT_A_P,"Patients who reported that their doctors ""Always"" treated them with courtesy and respect","Doctors ""always"" treated them with courtesy and  respect",Not Applicable,,85,,Not Applicable,428,,31,,01/01/2024,12/31/2024
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_DOCTOR_LISTEN_A_P,"Patients who reported that their doctors ""Always"" listened carefully to them","Doctors ""always"" listened carefully",Not Applicable,,76,,Not Applicable,428,,31,,01/01/2024,12/31/2024
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_DOCTOR_EXPLAIN_A_P,"Patients who reported that their doctors ""Always"" explained things in a way they could understand","Doctors ""always"" explained things so they could understand",Not Applicable,,72,,Not Applicable,428,,31,,01/01/2024,12/31/2024
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",Not Applicable,,63,,Not Applicable,428,,31,,01/01/2024,12/31/2024
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,3,,Not Applicable,,Not Applicable,428,,31,,01/01/2024,12/31/2024
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_CALL_BUTTON_A_P,"Patients who reported that they ""Always"" received help after using the call button as soon as they wanted","Patients ""always"" received call button help as soon as they wanted",Not Applicable,,63,,Not Applicable,428,,31,,01/01/2024,12/31/2024
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_BATH_HELP_A_P,"Patients who reported that they ""Always"" received bathroom help as soon as they wanted","Patients ""always"" received bathroom help as soon as they wanted",Not Applicable,,63,,Not Applicable,428,,31,,01/01/2024,12/31/2024
NO,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",Not Applicable,,66,,Not Applicable,428,,31,,01/01/2024,12/31/2024
