pfi,hospital_name,county,region,unit_name,unit_description,rn_count,rn_hours_per_pt,avg_patients,rn_pts_per_nurse
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,"Medical / Surgical - KP 12
MEDICAL/SURGICAL/TRANSPLANT",10.99,2.83,31.03,2.82
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,Medical / Surgical Acute & ICU - KP 13 SURG,17.31,4.6,30.1,1.74
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,Medical / Surgical Acute & ICU - KP 14 CV SURG,12.88,4.07,25.34,1.97
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,Medical / Surgical Acute & ICU - KP 15 CARD,13.16,3.43,30.67,2.33
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,Medical / Surgical Acute & ICU - KP 16 NEURO,12.69,3.7,27.43,2.16
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,Medical ICU - TH 15 EAST/WEST,18.63,4.97,30.01,1.61
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,OSC 38th Street PACU,2.43,8.76,11.82,4.87
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,OSC 38th Street- OR,6.6,3.73,15,2.56
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,TH 10- OR,10.4,3.61,19,2.1
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,TH 10- PACU,4,2.8,11.43,2.86
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,TH 6- OR,14.1,5.16,23,1.34
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,TH 6- PACU,10,5.74,13.93,1.39
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,TH BK Endo- PACU,1.71,0.6,22.81,13.31
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,TH ENDO- PACU,2.57,1.35,15.24,5.93
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,TH KP 3- PPCU,9.2,2.6,28,3
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,TH KP 4 NIC,11,2.35,37.4,3.4
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Pediatric,Pediatrics - KP 8 PEDS ACUTE,12.82,2.93,34.95,2.73
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Psychiatry,Psychiatry - TH HCC10 PSYCH,3.48,1.82,15.31,4.4
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Rehabilitaion,"Physical Medicine & Rehabilitation - TH HCC 9
REHAB",4.64,1.97,18.88,4.07
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Short Stay,Tisch Emergency Department Observation Unit,6,2,24,4
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Ambulatory Surgery,609850 MSCH Cath/IR PACU,7.5,3,3.89,2.5
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Cardiac Catheterization/EP,"606101, 606104, 606509 Interventional Cardiology
(Cath/EP/TEE)",33,2,11.84,3.5
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Cardiac Catheterization/EP,609850 MSCH Catheterization Lab,4.5,5,2.82,1.5
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Cardiovascular,605114 5GS CARDIAC,11.5,3,33.49,2.91
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Cardiovascular,605425 5HN CARDIAC,9,3,26.95,2.99
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Dialysis O/P,605721 Dialysis,9.5,5,14.18,1.5
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Emergency Department,606048 MILSTEIN EMERGENCY DEPARTMENT,35.43,3.09,86.1,6
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Emergency Department,609847 CHILD EMERGENCY ROOM,15,2.34,48.09,6
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Endoscopy,606929 Endo,19,4,50,2
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Endoscopy,609852 ENDO,5,4,10,2
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Infusion Services,606117 Therapeutic infusion,4,5,14.8,1.5
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Infusion Services,606118 Milstein Apheresis,3.5,10,1.78,0.75
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Infusion Services,606544 HIP 14 Adult Infusion Center,21,5,47.66,1.5
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Infusion Services,606546 HIP 9 Adult Research Infusion Center,3.6,5,7.75,1.5
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Infusion Services,606549 HP 10X ONC RESEARCH,3,2,10.68,3.56
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Infusion Services,609853 MSCH 7 Central/Infusion Center,2,3,3.62,3
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Intensive Care,605150 5MHB/HH CTICU,26,7,29.33,1.13
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Intensive Care,605152 4HS SURGICAL ICU,10,5,13.88,1.39
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Intensive Care,605420 4HN MEDICAL ICU,16,5,22.09,1.38
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Intensive Care,605476 8GS NEUROLOGICAL ICU,11,5,16.49,1.5
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Intensive Care,605495 5MHB/HH CCU,19.5,5,26.83,1.38
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,"Magnetic Resonance
Imaging",609850 MSCH MRI,2.5,2,6.46,4
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Medical/Surgical,605110 6GS MEDICINE (INFECTIOUS DISEASE),9,2,32.31,3.59
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Medical/Surgical,605116 6GN MEDICINE,9,2,33.24,3.69
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Medical/Surgical,605161 7GS HOSPITALIST,9,2,34.49,3.83
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Medical/Surgical,605712 8MA MED ANNEX,3,2,9.22,3.07
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Neonatal,605234 9N CARD NICU,14,7,16.03,1.15
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Neonatal,609830 7T NEONATAL ICU,32,4,61.26,1.91
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Neurology,605128 8HN NEUROLOGY,8,2,27.37,3.42
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Neurology,605158 8HS NEUROSURGERY,10,2,32.02,3.2
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Nuclear Medicine/Radiology,606202 General Radiology,13,8,73.08,1
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Obstetrics/Gynecology,605222 5C/6C OB/GYN POSTP/NURS,13,2,50.51,3.89
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Obstetrics/Gynecology,605224 10C OB/GYN ANTEP/HIGH RISK,6,3,15.53,2.59
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Obstetrics/Gynecology,605250 10T SLOANE LABOR and DELIVER,18.71,11.79,11.91,0.64
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Oncology,605118 6HN ONCOLOGY,11,2,36.26,3.3
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Oncology,605154 7HS SURG ONCOLOGY,9,2,31.94,3.55
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Oncology,605182 HP-11 BMT UNIT,7,3,17.24,2.46
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Oncology,606246 Radiation Oncology,5.2,5,66.13,1.5
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Oncology,609871 MSCH HIP 7/Oncology Infusion,5,4,16.62,2
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Orthopedics,605124 9GS HOSPITALIST/ORTHO/SURG,10,2,36.39,3.64
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Other,605119 6HS PALLIATIVE CARE,2,3,6,3
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Other,605320 OR,32,8,66,1
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Other,605325 Pre/Post Anesthesia,20,3,62,3
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Other,605340 Cystoscopy,3,8,7,1
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Other,"606250/606209 Interventional Radiology/Interventional
Neuro-Radiology",10,3,4.27,3
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Other,606628 Gamma Knife Program,2,15,0.75,0.5
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Other,609834 OR,9,8,19,1
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Other,609839 Pre/Post Anesthesia,5,3,16,3
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Other,609850 MSCH Interventional Radiology,1,2,2.97,3.5
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Outpatient Clinics,606747 PH14 Outpatient Transplant Clinic,5,2,44.05,3.5
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Pediatric,609826 11C PED ICU,10,6,12.87,1.29
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Pediatric,609831 6T CARD/NEURO,10,3,24.96,2.5
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Pediatric,609835 9C PED ICU,10,6,11.86,1.19
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Pediatric,609836 9T CARD ICU,13,7,13.92,1.07
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Pediatric,609837 4T PED MSURG/CRC,9,3,24.94,2.77
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Pediatric,609838 5T PED M/S ONC,10,3,22.86,2.29
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Pediatric,609848 8C PED PROGRESSIVE CARE UNIT,5,4,10.61,2.12
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Rehabilitaion,605710 8GN REHABILITATION,3,2,13.6,4.53
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Stepdown,605112 7GN SDU/MEDICINE,12,3,29.58,2.47
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Stepdown,605427 5GN SURG STEPDOWN,14,3,32.6,2.33
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Stepdown,605457 7HN CHEST/STEPDOWN,13,3,33.25,2.56
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Transplant,605160 9H TRANSPLANT / DIRECT ADMITS,14,3,41.21,2.94
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Ambulatory Surgery,ASU,13,372,70,4.17
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Cardiovascular,Cardio-Vascular Institute,1,6,5,1.2
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Critical Care,NURSING 8AS CRITICAL CARE STEPDOWN-Annex,1,2,4,4
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Dialysis - Acute,Acute HemoDialysis,2,117,5,2.4
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Emergency Department,Emergency Department,19,116,0.68,171.5
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Endoscopy,Endoscopy,5,68,18,3.78
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Intensive Care,8AE-NURSING INTENSIVE CARE UNIT,6,4.8,10,2
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Intensive Care,NURSING 8A SOUTH NEUROSURGICAL,6,4.8,10,2
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,"Magnetic Resonance
Imaging",MRI,1,8,22.63,0.35
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,10A MEDICAL SURGICAL UNIT,6,1.78,27,5
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,14B MEDICAL SURGICAL UNIT,2,1.6,10,5
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,8AW-ADULT MEDICAL/SURGICAL ICU,2,4,4,2
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,9B MEDICAL UNIT,7,1.6,35,5
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,NURSING 10B MEDICAL SURGICAL UNIT,4,1.33,24,6
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,NURSING 8B MEDICAL SURGICAL UNIT,4,1.6,20,5
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,NURSING 9A MEDICAL SURGICAL UNIT,5,1.25,32,6
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Neonatal,NURSING NEONATAL INTENSIVE CARE UNIT,14,4,28,2
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Nuclear Medicine/Radiology,Interventional Radiology,9,706.5,11,7.92
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Obstetrics/Gynecology,LABOR AND DELIVERY-WST,19,4.86,28,3
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Obstetrics/Gynecology,NURSING 11A MCH,9,2.67,27,3
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Obstetrics/Gynecology,NURSING 11B MCH,8,2.78,23,3
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Oncology,Radiation Oncology,3,18,5,3.6
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Other,ECHO LAB,2,13,14.79,0.9
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Other,Institute for Advanced Medicine (IAM) /Samuel's Clinic,1,24,5,0.27
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Other,OR,19,319,73,3.58
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Other,PACU,15,314,75,3.52
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Outpatient Clinics,OPD,4,24,91,0.27
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Psychiatry,7G ADULT PSYCH UNIT,5,1.14,35,7
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Psychiatry,"Comprehensive Psychiatric Emergency Program
(CPEP)",1,8,4,2
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Rehabilitaion,3G-ADULT REHAB UNIT,4,1.6,20,5
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Rehabilitaion,9C - ADDICTION INSTITUTE - REHAB NURSING,5,1.14,35,7
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Telemetry,14A MEDICAL SURGICAL UNIT,4,1.28,25,6
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Cardiac Catheterization/EP,Cath Lab,9.75,8.67,9,0
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Cardiac Catheterization/EP,EP,8.4,7.44,9,0
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Emergency Department,Emergency Department,18,1.04,138,0
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Endoscopy,Endoscopy,9,3.23,23,0
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Infusion Services,Oncology,2.6,1.11,19,0
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Intensive Care,"6E CCU / OPEN HEART
ICU / CSICU-Nursing - Critical Care Cardiac",11,4.89,18,1.7
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Intensive Care,7E ICU-Nursing - Critical Care,10,4,20,2
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Medical/Surgical,6W MEDICAL UNIT -Nursing - Med Surg,6,1.71,28,5
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Medical/Surgical,7W MEDICAL UNIT -Nursing - Med Surg,7,1.75,32,5
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Medical/Surgical,8E SURGICAL UNIT - Nursing Surgery,8,2,32,4.65
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Medical/Surgical,9W MEDICAL UNIT -Nursing - Med Surg,6,1.66,29,5
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Medical/Surgical,Clark 5 - Nursing - Med Surg,5,1.82,22,5
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Other,Echo,3,0.52,46,0
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Other,Hemodialysis,4,3,8,0
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Other,Operating Room,20,6.08,26,0
