pfi,hospital_name,county,region,unit_name,unit_description,day_UNLICENSED_count,day_UNLICENSED_hours_per_pt,evening_UNLICENSED_count,evening_UNLICENSED_hours_per_pt,night_UNLICENSED_count,night_UNLICENSED_hours_per_pt
1629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,Intensive Care,Medical Intensive Care Unit - A/B Building,,,,,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Emergency Department,Adult and Pediatric peds including EELOS and EDOU,13,1.6,,,,
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Intensive Care,"2BW NICU Main BLD 2ndfl, 15bed level 3, patients
are neonates viability to term.",0,0,0,0,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"3BE Med-Surg, 3rd fl, Main bldg, 10 bed unit, CHF
and med-surg patients.",0,0,,,,
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"4BE Med-Surg 33 bed unit 4th fl main bldg, med-surg
vent",0,0,0,0,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"4BE Tele 33 bed unit 4th fl main bldg, med-surg tele
pts and vents",0,0,0,0,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"4BW Med-Surg 15 bed unit 4th fl main bldg, pre and
post op patients/med-surg.",0,0,0,0,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"5BE Med-Surg 33 bed unit, 5th fl main bldg, pts are
med-surg, chemo and stroke.",0,0,0,0,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"5BE Tele is a 33 bed unit, 5th fl, main bldg, patient mix
are tele, med-surg, chemo and stroke.",0,0,0,0,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"5BW Med-Psych, 5th fl Main Bldg, 12 bed unit,
Medical pts with a psych background.",0,0,,,,
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"5BW Tele Med-Psych, 5th floor main bldg, 12 bed
unit, medical pts with a psych history.",0,0,,,,
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"A4E Med- Surg 41 bed, 4th fl, main bldg, med-surg,
vent and radiation therapy unit.",0,0,0,0,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"A4E Tele 41 bed unit, 4th fl main bldg, med-surg tele
vent and radiation therapy unit.",0,0,0,0,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"A4W (Med Surg) 41 bed, 4th fl, main bldg, med surg,
vent, radiation therapy unit.",0,0,,,,
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"A4W Tele 41 bed, 4th fl, main bldg, med-surg tele,
vent, radiation therapy unit.",0,0,0,0,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Emergency Department,All ED (Adult and Peds) including EELOS and EDOU,,,13,1.65,,
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Intensive Care,"3BE Step-Down 3rd fl main bldg, 10 bed unit,
intermediate level care b/w ICU and Med-Surg",,,0,0,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Intensive Care,"3BW ICU 3rd fl main bldg, 16 bed unit, acute patients
that are not hemodynamically stable.",,,0,0,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"3BE Med-Surg, 3rd fl. Main bldg, 10 bed unit, CHF
and med-surg.",,,0,0,,
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"5BW Med-Psych 5th fl Main Bldg, 12 bed unit,
Medical pts with a psych background.",,,0,0,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"5BW Tele Med-Psych, 5th floor main building, 12 bed
unit, medical pts with a psych background",,,0,0,,
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"A4W (Med-Surg) 41 bed, 4th fl, main bldg, med surg,
vent, radiation therapy unit.",,,0,0,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Emergency Department,Adult and Peds ED including EELOS and EDOU,,,,,13,1.64
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"3BE Med-Surg, 3rd fl, Main bldg, 10 bed unit, CHF
and med-surg",,,,,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"5BW Tele Med-Psych, 5th floor, Main Bldg, 12 bed
unit, medical pts with a psych background.",,,,,0,0
1633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"N3 PSYCH in N Building 3rd floor 18 bed, admits adult
acute psych patients 18 and above.",,,,,0,0
1635,St Johns Episcopal Hospital So Shore,Queens,Metropolitan Area Regional Office,Critical Care,Critical Care,1,8,,,,
1635,St Johns Episcopal Hospital So Shore,Queens,Metropolitan Area Regional Office,Critical Care,Intensive Care Unit,0,0,0,0,,
1635,St Johns Episcopal Hospital So Shore,Queens,Metropolitan Area Regional Office,Emergency Department,ED,5,7.5,5,8,5,8
1635,St Johns Episcopal Hospital So Shore,Queens,Metropolitan Area Regional Office,Medical/Surgical,T10 - Surgical Care,6,8,,,,
1635,St Johns Episcopal Hospital So Shore,Queens,Metropolitan Area Regional Office,Medical/Surgical,T3 South,2,8,,,,
1635,St Johns Episcopal Hospital So Shore,Queens,Metropolitan Area Regional Office,Medical/Surgical,T8 Pulmonary Care,6,8,,,5,8
1635,St Johns Episcopal Hospital So Shore,Queens,Metropolitan Area Regional Office,Critical Care,Coronary Care Unit,,,0,0,1,8
1635,St Johns Episcopal Hospital So Shore,Queens,Metropolitan Area Regional Office,Medical/Surgical,T10 Surgical Care,,,6,8,,
1635,St Johns Episcopal Hospital So Shore,Queens,Metropolitan Area Regional Office,Medical/Surgical,T11 Cardiac Care,,,6,8,,
1635,St Johns Episcopal Hospital So Shore,Queens,Metropolitan Area Regional Office,Medical/Surgical,Tower 3 South,,,2,2,2,8
1635,St Johns Episcopal Hospital So Shore,Queens,Metropolitan Area Regional Office,Medical/Surgical,Tower 10 - Surgical Care Unit,,,,,5,8
1638,Long Island Jewish Forest Hills,Queens,Metropolitan Area Regional Office,Critical Care,ICU,1,0.57,1,0.57,1,0.57
1638,Long Island Jewish Forest Hills,Queens,Metropolitan Area Regional Office,Emergency Department,"Department specializing in emergency medicine for
pediatric and adult patients",5,0.57,5,0.55,4,1.12
1638,Long Island Jewish Forest Hills,Queens,Metropolitan Area Regional Office,Medical/Surgical,4 North,3,1,3,1,3,1
1638,Long Island Jewish Forest Hills,Queens,Metropolitan Area Regional Office,Medical/Surgical,4 South,3,1,3,1,3,1
1638,Long Island Jewish Forest Hills,Queens,Metropolitan Area Regional Office,Medical/Surgical,5 South,3,1,3,1,3,1
1638,Long Island Jewish Forest Hills,Queens,Metropolitan Area Regional Office,Medical/Surgical,6 North,3,1.33,3,1.33,3,1.33
1638,Long Island Jewish Forest Hills,Queens,Metropolitan Area Regional Office,Medical/Surgical,6 South,3,1,3,1,3,1
1638,Long Island Jewish Forest Hills,Queens,Metropolitan Area Regional Office,Medical/Surgical,5 North,,,3,0.83,,
1639,Mount Sinai Hospital - Mount Sinai Hospital of Queens,Queens,Metropolitan Area Regional Office,Emergency Department,"24/7 immediate care for patients with urgent medical
needs.",6,2.14,,,,
1639,Mount Sinai Hospital - Mount Sinai Hospital of Queens,Queens,Metropolitan Area Regional Office,Intensive Care,ICU Intensive Care Unit,1,1,1,1,1,1
1639,Mount Sinai Hospital - Mount Sinai Hospital of Queens,Queens,Metropolitan Area Regional Office,Medical/Surgical,2 EAST Medical/Surgical Unit,3,1.1,,,,
1639,Mount Sinai Hospital - Mount Sinai Hospital of Queens,Queens,Metropolitan Area Regional Office,Medical/Surgical,3 EAST Medical Surgical Unit,4,1.29,4,1.29,4,1.29
1639,Mount Sinai Hospital - Mount Sinai Hospital of Queens,Queens,Metropolitan Area Regional Office,Medical/Surgical,3 WEST Medical Surgical Unit,5,1.16,5,1.29,5,1.16
1639,Mount Sinai Hospital - Mount Sinai Hospital of Queens,Queens,Metropolitan Area Regional Office,Medical/Surgical,4 EAST Medical Surgical Unit,6,1,6,1,6,1
1639,Mount Sinai Hospital - Mount Sinai Hospital of Queens,Queens,Metropolitan Area Regional Office,Emergency Department,"24/7 Immediate care for patients with urgent medical
needs.",,,7,2.39,6,2.81
1639,Mount Sinai Hospital - Mount Sinai Hospital of Queens,Queens,Metropolitan Area Regional Office,Medical/Surgical,2 East Medical Surgical Unit,,,3,1.1,,
1639,Mount Sinai Hospital - Mount Sinai Hospital of Queens,Queens,Metropolitan Area Regional Office,Medical/Surgical,2 EAST Medical Surgical Unit,,,,,3,1.1
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Emergency Department,Adult Emergency located 2nd floor.,5,0.25,,,5,0.25
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Emergency Department,"Peds ED, Located on 2nd floor",2,0.36,,,2,0.36
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Intensive Care,7100 NICU,1,8,1,8,1,8
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Intensive Care,8ICU - ICU,1,8,1,8,1,8
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,6100 - Med/Surg,2,16,2,16,,
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,8100 Step-down,0,8,,,,
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,8100 - Med/Surg/Telemetry,0,24,,,,
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,8200 - Med/Surg,3,24,,,,
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Emergency Department,Adult Emergency Services,,,5,0.25,,
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Emergency Department,"Peds Emergency Services, 2nd floor",,,2,0.36,,
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,8100 Med/Surg/Stepdown,,,1,8,,
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,8100 Med/Surg/Tele,,,3,24,3,24
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,8200,,,3,24,,
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Emergency Department,"Psych Emergency, Adult services located on 5th floor",,,,,5,3.08
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,6100 Med/Surg,,,,,2,16
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,8100 - Step-down,,,,,1,8
1692,Woodhull Medical & Mental Health Center,Kings,Metropolitan Area Regional Office,Medical/Surgical,8200 med/surg,,,,,3,24
1723,Mercy Hospital - Mercy Hospital Orchard Park Division,Erie,Western Regional Office,Emergency Department,Emergency Department,1.5,10.5,2,0.53,1,0.34
1723,Mercy Hospital - Mercy Hospital Orchard Park Division,Erie,Western Regional Office,Medical/Surgical,MACC-Mercy Ambulatory Care Center,1,8,0.5,4,0.5,4
1737,Staten Island University Hospital Prince's Bay,Richmond,Metropolitan Area Regional Office,Emergency Department,Provide Emergency Care across the age spectrum.,3,0.9,,,,
1737,Staten Island University Hospital Prince's Bay,Richmond,Metropolitan Area Regional Office,Intensive Care,ICU CCU,1.67,1,1.67,1,1.67,1
1737,Staten Island University Hospital Prince's Bay,Richmond,Metropolitan Area Regional Office,Medical/Surgical,4I Medical Surgical Unit,6,1,6,1,6,1
1737,Staten Island University Hospital Prince's Bay,Richmond,Metropolitan Area Regional Office,Emergency Department,Emergency care across the age continuum,,,3.01,0.45,,
1737,Staten Island University Hospital Prince's Bay,Richmond,Metropolitan Area Regional Office,Medical/Surgical,3 South Medical Surgical Telemetry,,,1.82,0.8,1.82,0.8
1737,Staten Island University Hospital Prince's Bay,Richmond,Metropolitan Area Regional Office,Emergency Department,Emergency Care across the age continuum,,,,,2,1
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Critical Care,"CCU - Coronary Care, Post Stroke/Intermediate,
intensive and intermediate care for med pts, 1st flr",1,2.5,,,,
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Critical Care,"MICU - ICU care for critical medical patients, 3rd flr",1,2.4,1,2.4,,
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Critical Care,"SICU - intensive care for critical surgical pts, 2nd flr",1,3,,,,
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Critical Care,"Seton 3-1 Surgical Unit - post surgical unit, med-surg
patients",2,2.7,,,,
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Medical/Surgical,"SLB - 5 Medical-surgical care, oncology diagnosis",3,3,,,,
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Medical/Surgical,"SLB -6 mixed acuity unit, med-surg, pts w/ Ventilators",3,2.7,,,,
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Medical/Surgical,"SLB 6 - Medical-surgical unit, pts with Telemetry",4,3,,,,
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Critical Care,"CCU - Coronary Care, Post Stroke / Intermediate,
intensive and intermediate care for medical pts, 1st flr",,,1,3,,
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Critical Care,"SICU - intensive care for critical surgical patients, 2nd
flr",,,1,3,,
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Medical/Surgical,"SE 3-1 Surgical Unit- post surgical unit, med surg
care",,,2,2.7,,
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Medical/Surgical,"SLB 4 - Medical-surgical unit, patients with telemetry",,,4,3,,
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Medical/Surgical,"SLB5 - Medical-surgical care, Oncology Focus, 5th flr",,,3,3,,
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Medical/Surgical,"SLB6 - mixed acuity unit, med-surg patients, patients
with ventilators",,,3,2.7,,
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Critical Care,"CCU - Coronary Care, Stroke / Intermediate, intensive
and intermediate care for med pts, 1st flr",,,,,1,3
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Critical Care,"MICU - ICU care for critical medical patients, 3rd fr",,,,,1,2.4
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Critical Care,"SICU - intensive care dor critical surgical pts, 2nd flr",,,,,1,3
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Medical/Surgical,"SE 3- 1 Surgical Unit - post surgical unit, med-surg
care",,,,,2,2.7
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Medical/Surgical,"SLB -6 Mixed acuity unit, med-surg pts, pts with
ventilators",,,,,3,2.7
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Medical/Surgical,"SLB 4 -Medical-surgical unit, pts with telemetry
Medical Telemetry",,,,,4,3
1738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,Medical/Surgical,"SLB5- Medical-surgical care, oncology focus",,,,,3,3
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Critical Care,North CCU/ Cardiac Care Unit,1.63,1,,,,
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Critical Care,North CTU/Cardio Thoracic Critical Care,0.8,0.8,,,0.8,0.8
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Critical Care,North ICU/Medical/Neurology,1.7,0.8,,,,
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Critical Care,"SICU Surgical Intensive Care Unit/Surgical
Intermediate/Critical Care",1.5,1,1.5,1,1.5,1
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Emergency Department,Emergency Department Hold Area,11,0.4,11,0.4,11,0.4
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Emergency Department,Main Emergency Department,7.7,1.33,11.6,1.33,,
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Medical/Surgical,3A Medical Surgical Unit,5.78,1,,,,
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Medical/Surgical,3B Medical Oncology Unit,4.6,0.8,,,,
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Medical/Surgical,4B Medical Surgical Unit,5.92,1,,,,
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Medical/Surgical,4C Medical Surgical,4,1,4,1,,
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Critical Care,North CCU/Cardiac Care Unit,,,1.63,1,1.63,1
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Critical Care,North CTU/Cardio Thoracic,,,0.8,0.8,,
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Critical Care,North ICU/Medical/Neurology Critical Care,,,1.72,0.8,,
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Medical/Surgical,3A Medical Surgicial,,,5.75,1,5.75,1
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Medical/Surgical,3B Medical Oncology,,,4.6,0.8,4.6,0.8
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Medical/Surgical,4B Medical Surgicial,,,5.92,1,5.92,1
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Critical Care,North ICU/ Medical/ Neurology Critical Care,,,,,1.7,0.8
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Emergency Department,Emergency Department,,,,,6.4,1.33
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Medical/Surgical,4A Rehab/Medical,,,,,4.85,1
1740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,Medical/Surgical,4C Medical Surgicial,,,,,4,1
3058,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Bronx,Metropolitan Area Regional Office,Critical Care,"4 CTICU Adult - Inpatient Critical Care-Adult
Cardio-thoracic ICU Surgery",1,1.1,1,1.1,1,1.1
